I,Q
-0.0373239851498526,0.305639904350752
-0.280226394555752,0.378940949756863
-0.420904319583817,0.0858948637828193
-0.28592183663633,-0.340721853515929
-0.217299694982825,-0.670083883477414
-0.14933265093442,-0.749825851323037
-0.0851804633789823,-0.697129468208483
0.11519100746197,-0.483743461267059
0.355170840152372,-0.251833826885935
0.534819017306447,-0.164501694152458
0.509775397028919,-0.244085546999295
0.291408341961293,-0.39880302104825
-0.0020302576366205,-0.480575279382438
-0.137441946403877,-0.410820792869789
-0.00548367239898781,-0.226233953450663
0.338985271505284,-0.0689045184275231
0.640793370178176,-0.0840876795168429
0.702553878117868,-0.265825391913067
0.530114676877581,-0.526429712539758
0.184849448593565,-0.712595018970744
-0.155056341656484,-0.703954443182979
-0.302002949804533,-0.483520413089624
-0.160054338967579,-0.035629750303591
0.183316166509161,0.380270931915026
0.444956812411788,0.481764044131016
0.484045605640656,0.336847713572609
0.230718031869474,0.0176285098991583
-0.244921371415293,-0.262795538079267
-0.616684405865079,-0.236210161124889
-0.741541027833078,0.0413929730000828
-0.628563798040104,0.394186238509068
-0.346792860640123,0.659048751614064
-0.095385401206248,0.708839471725974
-0.0121250715129569,0.54332405121077
-0.109769448214579,0.219849502496278
-0.307430145881298,-0.0664139943644217
-0.451742213490357,-0.108798094814062
-0.458010883711417,0.0806257956037628
-0.336074010370035,0.351135747447194
-0.193416629509157,0.542790396966215
-0.185024525676165,0.53866207084521
-0.354552439983358,0.329853349940579
-0.582446742809422,0.0288048108011333
-0.706944774716544,-0.176290742270419
-0.705318272115234,-0.24511054702079
-0.542976760606487,-0.253449004232804
-0.204107256935604,-0.177996276573275
0.167133409827299,-0.117068781084355
0.379324976494001,-0.146011952183618
0.376809041552485,-0.245827778738237
0.215447332238855,-0.401341554902955
-0.0111819474055416,-0.549434580635198
-0.184976515884561,-0.621882878238266
-0.256586177106406,-0.613742109920964
-0.256433686038071,-0.532472496820311
-0.212736559064621,-0.344161144965282
-0.169502516327701,-0.0371545610202803
-0.115165583684632,0.279565634323431
-0.0574910224542545,0.507276411272295
0.0192662700355624,0.562189345324302
0.121140584124541,0.454379578893495
0.207026979764376,0.185157242695459
0.220456603208698,-0.13418054400235
0.117783187937653,-0.348718644054112
-0.0606592430356451,-0.433899081635248
-0.267895178904021,-0.406283080728923
-0.44555826339591,-0.35739311821166
-0.547121958518846,-0.336316845495434
-0.555491502135418,-0.349085721606358
-0.510004120732498,-0.351082087927293
-0.435395666283566,-0.259234816168293
-0.370402017482757,-0.0352203126880381
-0.335376539802706,0.251588179795311
-0.309734306304127,0.458883418462424
-0.265161819715521,0.521773407700341
-0.168291139767011,0.441153229577568
0.00607947808881741,0.238960469498281
0.2318475131677,0.0461340044155741
0.406698168072773,-0.0131952629113688
0.491127527162371,0.0739053341533048
0.470514325783753,0.202828109433193
0.393553726918234,0.282073107571424
0.344051013960254,0.232881000680564
0.390470213564533,0.0749811688305525
0.528476926415369,-0.0510981130310774
0.67048767136467,-0.0777455950752259
0.736816926254094,0.0363893324101524
0.67393261254232,0.247358235958493
0.390351620865983,0.411298001427063
-0.0944309840916996,0.405698578929693
-0.546593928204742,0.199202441444646
-0.750972256008308,-0.0566552044877183
-0.738039589372456,-0.26891736696029
-0.526531356053417,-0.439077792858317
-0.0788863822795076,-0.485632534346039
0.391020842791826,-0.377780407851925
0.66564216512191,-0.243481258252101
0.749808876340299,-0.155878041751739
0.727238856738827,-0.0677806739586717
0.616396398711148,0.0841667434656971
0.407070895353317,0.2716874364838
0.201678854085927,0.442912436299248
0.0773022719888123,0.511797174228269
0.0590920754803801,0.421980167159988
0.16286958051962,0.209514678963329
0.344025603081839,-0.0558080870645875
0.514479737457786,-0.22627631351397
0.581328560967791,-0.247222694075051
0.506482921121758,-0.141451641129562
0.240056078224569,0.00593264440751597
-0.124723892049782,0.07604289208598
-0.372692066483766,0.0316991259762212
-0.377430253686724,-0.0884192733167813
-0.12216559704496,-0.211367041707299
0.301480569218726,-0.235365875015368
0.621854655394625,-0.177524717744298
0.705665614315209,-0.13024991967498
0.584349953108068,-0.154638429448485
0.225595792131532,-0.291874251061973
-0.216853547032262,-0.449827703735116
-0.473168614573937,-0.475786218826958
-0.522812544941503,-0.356105496116803
-0.387070470213262,-0.0213925349611045
-0.180509386650642,0.417518687654366
-0.0418730064215056,0.671972956556394
-0.0398342768125329,0.701644607234006
-0.162364136219783,0.505392962123767
-0.223537304597173,0.112598826986287
-0.184572727997306,-0.261891942721548
-0.0637907532820265,-0.419317390878435
0.0500138037613838,-0.298961796514139
0.0596624658577902,0.0340484648770444
-0.0226236775090081,0.390422229570776
-0.140180968219597,0.581780384444497
-0.199778481550353,0.596706553840367
-0.13795586529616,0.471403783921806
0.0700114137114827,0.268200135242843
0.325050177963279,0.0915903187623206
0.488862889039776,0.0292791944942589
0.511907279435451,0.109814633142034
0.392339525493395,0.286543048770569
0.202161712371498,0.511266306151094
0.0565620162181209,0.686834166975768
-0.0383348801989891,0.754182849551929
-0.133720284629968,0.730833477019585
-0.261900404415071,0.549186095781502
-0.42172884454322,0.157058357705717
-0.492852835514268,-0.309005775130086
-0.42026334629946,-0.623359701736466
-0.262936729691007,-0.74258016507424
0.00467043964053496,-0.695940703459905
0.305569321443805,-0.376444775965464
0.458437270511861,0.139811052904279
0.404809094993794,0.542358334639627
0.241544175381518,0.711541796105608
0.0550739190611716,0.728791887074425
-0.0450214594033173,0.620276188382766
-0.00134409267302837,0.45705930435994
0.160071275253548,0.345205931934741
0.285791944481185,0.337364444430118
0.292438991711086,0.411453330258469
0.203395674946455,0.47768375359946
0.0622800572118882,0.456229129672239
0.02737318190458,0.334371300931328
0.12975012510344,0.12369324229999
0.322186926619634,-0.100843657889725
0.48125577496703,-0.264427638813182
0.504884692959781,-0.32828899435054
0.372087777736572,-0.355907833019936
0.112372928146857,-0.369783617313743
-0.172314945914517,-0.391800195722697
-0.356602465824194,-0.449477575367762
-0.412167724212845,-0.499508318639845
